refcode,formula,z_prime,r_factor,n_atoms,spacegroup
KIQPAE,"C3 H1 N4 O5 1-,H4 N1 1+",2.0,4.45,13,P21/n
ZITFEP,C14 H7 Cl5 O1 S3,1.0,3.6999999999999997,30,P21/c
JIVYEV,C3 H3 F1 N6 O4,1.0,2.8899999999999997,17,Pna21
HOMWAJ,C25 H22 N2 O2 S1,1.0,3.6999999999999997,52,P21/n
BESHUE01,C14 H23 N3 O1,1.0,6.81,41,Cc
ZOGGIN,C20 H22 N2 O2,1.0,4.1000000000000005,46,P21/c
ENPROP,C11 H11 N3 O9,1.0,5.7,34,P21/n
QOWNIC,C23 H23 N3 O1 S1,1.0,4.75,51,P21/n
ALOCOW01,C9 H9 Br1 N2,1.0,2.77,21,Cc
IKOWUC,C26 H24 N2 O2 S1,1.0,3.6900000000000004,55,P212121
IYIKEK,C25 H25 N3 O3 S1,1.0,3.91,57,P21/n
FAPKAM,"C6 F4 I2,2(C5 H5 N1 O1)",0.5,2.8000000000000003,12,I2/a
ABODED,C24 H20 F2 O3,1.0,4.54,49,P21/c
EFEDOM,C25 H25 N3 O4,1.0,2.9899999999999998,57,P212121
WEPCOJ10,C20 H21 N1 O1 S1,1.0,3.6,44,P212121
IXEGAT,C15 H23 N7 S2,1.0,5.18,47,Pna21
COSXER,C24 H20 O3 S1,1.0,5.050000000000001,48,P21/c
MODGIY,C28 H19 N1,1.0,5.220000000000001,48,P21/n
DEYQED,C27 H24 O4,1.0,4.38,55,P-1
XOYXUE,C11 H20 Br2 O1,2.0,4.36,34,P-1
JIDKUC,C21 H30 O9,1.0,3.1,60,P212121
VEMZIX,"C10 H8 O2,C12 H8 N4 O1",1.0,5.08,25,C2/c
OLUPES,C18 H12 N2 O2 S1,2.0,4.3,35,P-1
JUQBIK,C13 H12 O4 S1,1.0,3.49,30,P21/n
SAGDUB,C16 H18 F1 N3 O2 S2,1.0,3.48,42,P21/n
DOLMUP,C22 H16 Br1 F3,1.0,2.4699999999999998,42,P-1
AYEDER,C16 H26 O4,1.0,3.15,46,P21
HADSAI,C20 H23 N1 O5 S2,1.0,3.5700000000000003,51,P-1
VECPUP,C10 H15 N5 O2 S2,1.0,3.14,34,P21/n
ZEXJEU,"C12 H9 Br1 N2 O1,0.5(C12 H8 I2)",1.0,3.7699999999999996,25,P21/c
ISIHOL,C24 H27 N1 O3,1.0,4.17,55,Pbca
DOWCAX,C14 H22 O2,2.0,7.19,38,P21/c
NEGRUQ,C13 H19 N1 O2 S1,1.0,3.5999999999999996,36,C2/c
NUVQAA,"C7 H7 B1 O3,C4 H5 N3",2.0,5.99,18,Pca21
LOGSIK,C6 H4 F8 N2 P4,1.0,2.63,24,P-1
NUKGUZ,C30 H24 O1,2.0,4.12,55,P21/c
YUHQIE,C29 H21 N1 O2,0.5,5.18,53,Pnma
PUNWIF,"C8 H11 F1 N1 1+,C8 H9 Cl1 O2 P1 S1 1-",1.0,6.5,22,C2
OFEJIT,C8 H4 Cl5 N1 O1,1.0,5.54,19,Pbca
JUPTAS,C22 H23 N1 O3 S1,1.0,3.2800000000000002,50,P21
MUMFEG,C20 H22 B1 F2 N7,1.0,4.08,52,P21/c
HEWYUF,"C26 H33 N1 O3 Si1,0.5(H2 O1)",2.0,5.0,64,P-1
JUYZOS,C22 H29 F1 O4,1.0,5.2,56,P21
KIYDON,"C12 H14 N2 2+,2(Cl1 O4 1-)",0.5,2.96,28,P-1
XOFFAD,C12 H13 N1 O3 S1,1.0,3.08,30,P21/n
VUYPAK,"2(C5 H5 N1 O1 S1),C6 F4 I2",0.5,1.95,13,P-1
FOTHOP,C9 H14 O6,1.0,3.54,29,P32
SEKLAV,C15 H19 N1 O5,1.0,3.8000000000000003,40,P21/a
ADEXEO,C6 H6 Cl2 N2,1.0,3.0700000000000003,16,P21/c
MQUCXA11,C11 H10 N2 O1,1.0,3.52,24,P21/n
WAMCOE,C14 H22 As2 Cl6 Se4,0.5,6.2,48,P21/n
HUXZUW,C23 H33 F3 O3 Si2,1.0,3.7600000000000002,64,P21/c
YUHQEB,C16 H10 Br1 F2 N1,2.0,4.95,30,P-1
ROFCUL,C8 H6 Br1 N3 S1,1.0,5.98,19,P21/c
DAMXIZ,"C10 H22 N1 1+,Cl2 O2 P1 1-",2.0,6.26,33,P-1
PEFCIQ,C10 H18 N2 O1,1.0,4.03,31,P21/n
FMDCTE,"C10 H24 N4 S2 2+,Cl6 Te1 2-",1.0,5.1000000000000005,40,P21/a
DUSJEH,C18 H12 N2 O1 S1,1.0,3.59,34,P21/c
LOLDEW,"C5 H6 N5 1+,C7 H5 O4 1-,H2 O1",1.0,5.41,16,P21
QUMWIF,C9 H10 N4 O2,1.0,3.7800000000000002,25,P212121
WEGPED,"C4 H4 Cl2 N4 O10,H2 O1",0.5,5.4,8,B112/b
QOQNIT,C23 H26 Cl1 N1 O2,1.0,5.07,53,Pna21
OGIZEL,C29 H27 N1 O3 S1,1.0,4.81,61,P-1
BIWKEB,C24 H27 N1 O7 S1,1.0,5.4,60,P21/n
AXURAO,C13 H7 F6 N1 O4,1.0,4.04,31,P21/n
BUWVOH01,C8 H10 N4 S2,0.5,2.5100000000000002,24,C2/c
QULZUU,C17 H23 N1 O4 S1,1.0,5.82,46,P21/n
BETKOB,C10 H12 N2 S2,0.5,2.47,26,P21/n
MOJKUS,C27 H27 N1 O2,2.0,4.87,57,P21
KETGAV,"C14 H10 N4 O4,2(H2 O1)",1.0,5.26,32,P21/n
HEGHOR,"C6 H10 N3 1+,C6 H4 N1 O2 1-,0.5(H2 O1)",1.0,6.01,19,C2/c
NARYEM,C13 H7 N3 O1 Se1,2.0,3.4,25,P-1
XEGTIO,C19 H21 N1 O4 S1,1.0,3.46,46,P21/n
UCOVAK,"C9 H21 N3 O1 2+,2(C16 H16 N1 O4 S1 1-)",1.0,6.57,38,C2
AQOPEF,"C30 H23 N1 P1 1+,C2 F6 N1 O4 S2 1-",1.0,4.22,55,Pbca
TUMFAM,C20 H15 N1 O3,1.0,3.7900000000000005,39,P212121
PUBMUU03,C6 H6 N12 O12,1.0,2.96,36,Pca21
YILWUP,C18 H19 N1 O2 S1,2.0,3.42,41,P21
GAJWOI,C19 H12 N2 S1,1.0,5.2,34,P21/c
MOKMEF,C15 H15 N3 O2 S1,1.0,4.12,36,Pbca
GADPAH,C18 H28 N2 O2 S1,0.5,4.41,51,I2/a
SALTIR01,C19 H22 O6,1.0,4.62,47,C2
XAVFEG,C15 H12 N4,1.0,4.16,31,I41/a
LANWIJ,C21 H18 O6,1.0,3.7199999999999998,45,P21/c
AMPICR03,"C6 H2 N3 O7 1-,H4 N1 1+",0.5,3.54,18,Ibca
MALBIO,C20 H28 O9,1.0,3.2399999999999998,57,P212121
DOXADM03,"C10 H13 N5 O3,H2 O1",1.0,2.88,31,P21
USOBIO,"C9 H7 N5,H2 O1",1.0,4.5200000000000005,21,P212121
DAXLOD,C7 H6 As1 Cl1 S2,1.0,5.2,17,P21/c
ZORHEX,C26 H18 O2,1.0,4.26,46,P21/n
UJADAO,C23 H19 N1 O2,1.0,3.29,45,P21
TIRCUS,C22 H22 O4,1.0,5.2,48,P21/c
LOWDAF,C17 H18 N2 O2 S1,1.0,3.44,40,P212121
NAJDAH,"C14 H22 N1 O1 1+,Cl1 1-",1.0,3.85,38,P21/n
VOHSOD,C16 H16 Cl2 N2 O2 S1,1.0,4.95,39,P-1
DOLFOZ,C18 H18 N2 O4,1.0,4.5,42,P21/a
UNOJIQ04,C9 H8 N2 O1,1.0,3.7900000000000005,20,P21/c
NIPCAR,"C23 H7 F4 N6 S6,C4 H8 O1,2(C2 H3 N1)",1.0,7.3500000000000005,46,P21/n
IZAHOH,C21 H20 N6 O2,1.0,6.26,49,P21/c
PIHGOF,C24 H26 O2,1.0,6.43,52,P21/c
NADMEN,C27 H25 N3 O6,1.0,5.48,61,P-1
BASQUJ,C20 H19 N1 O3,1.0,5.94,43,P-1
KILFIW,C23 H18 Cl2 N4 O1,1.0,5.7299999999999995,48,P-1
KEFRAP,C13 H10 O2,1.0,6.88,25,P21/n
XAGZAK,"C11 H17 N2 O1 1+,C4 H3 O4 1-",2.0,4.16,31,P-1
TOTPUN01,C17 H27 N1 O2 S1,1.0,5.5,48,P21
DURFIH,C20 H21 N1 O3,1.0,3.7900000000000005,45,P212121
AVAVAU,C18 H22 O4,1.5,4.21,44,Pbna
DELNAJ,C22 H20 O2,0.5,5.6000000000000005,44,P21/c
BASFIK,C18 H32 O4 Si2,0.5,5.26,56,P-1
ZOVNUW,C15 H10 Br1 F1 O2,1.0,3.58,29,P21/c
HEJCUY,C20 H21 F5 N2 O2,2.0,3.7900000000000005,50,P21
TUDMEO,C19 H19 N5 O4,2.0,2.75,47,Cc
CHLSAN01,C13 H10 Cl1 N1 O1,1.0,5.5600000000000005,26,P21/c
TIBCOX,C27 H23 N3 O2,1.0,4.86,55,P21/c
WUHPAT,C14 H10 O2,1.0,2.9899999999999998,26,P21
DEHREN01,C11 H14 N4 O3,1.0,4.79,32,P212121
YEHKON,C14 H10 N2 S1,1.0,4.7,27,P21/n
GUYNOD01,C17 H15 N3 O2,1.0,3.89,37,Cc
DUDNIA,"C10 H15 O4 S1 1-,C10 H12 N1 O2 1+",1.0,2.82,30,P212121
EZIMUX,C16 H23 Cl1 O2,1.0,4.73,42,P21/c
HIYRUG,C15 H13 N1 O7 S1,1.0,3.4000000000000004,37,P-1
JONJEE,C26 H28 N1 O2 P1,1.0,5.43,58,P21/c
FODBAD02,C10 H13 N1 O5 S1,1.0,3.9800000000000004,30,P212121
UGUNAN,"2(C20 H12),C6 H4 N2 O4",0.5,5.94,32,P-1
MULWOH,C9 H15 N1 O5,1.0,2.56,30,P212121
NANBAJ,"C14 H12 N2 O2,4(H2 O1)",1.0,5.3,30,P21/n
MOZWUU,C14 H10 Br1 N3 O4,1.0,4.7700000000000005,32,P21/c
CERXAY,"C8 H10 O5,H2 O1",1.0,7.2,23,P21/n
ULIQUC02,C18 H16 N2 O3 S1,1.0,3.2399999999999998,40,P21/c
PATGEZ,"C7 H6 O3,0.5(C4 H8 O2)",1.0,5.52,16,P21/n
BEWDAK,C18 H22 O5,1.0,3.34,45,P212121
ACARBM02,"H4 N1 1+,C1 H2 N1 O2 1-",0.5,3.98,6,Ibam
SIWBEI,"C13 H18 Br1 N2 O1 1+,Cl1 1-",2.0,3.5900000000000003,35,P21
BEBLOJ,C7 H7 Cl1 N2 O2,1.0,5.4,19,P-1
UMICOL,C25 H28 Br1 N1 O3,2.0,4.55,58,P21
SELWIS,C30 H27 N1 O2,1.0,4.9,60,P-1
OBOJOH,C21 H36 O3,1.0,3.3000000000000003,60,P21
SAFWON,C13 H13 Br1 O3 S1,1.0,2.44,31,P-1
ARUCEV,C9 H15 N1 O2,2.0,4.3,27,P1
MUBKAZ,"C9 H6 Br2 N1 O1 1+,Br1 1-",1.0,2.1,19,P21/n
UWUGUP,C12 H18 Br6,1.0,3.13,36,P21/n
NAJMIZ,C30 H21 Cl1 N2 O2,1.0,5.08,56,P21/n
MAQFAO,C11 H12 O4 S1,2.0,5.1,28,P-1
CECWUE,C11 H10 Cl2 N2 O1 S2,1.0,3.39,28,P21/c
ILULOT,C19 H18 O2,1.0,6.99,39,Pbca
NUTTAY,"C12 H30 N2 2+,2(I3 1-)",0.25,2.86,44,C2/m
CUTLIO,C19 H14 N2,1.0,3.8600000000000003,35,P21/n
LACWEU,"C6 H4 N2,C7 H7 N1 O3",1.0,4.5600000000000005,18,C2/c
HUZFAJ,C13 H9 N3 O2,1.0,4.41,27,P21/c
BOCJUC,C24 H22 N2 O1,1.0,6.510000000000001,49,P21/c
MEGHAK,C24 H28 N2 O1,1.0,4.8,55,P21/n
UREGOQ06,C40 H24,1.0,4.760000000000001,64,P21/c
WICGIY,C18 H16 N2 O2,1.0,5.0,38,C2/c
BEBJIF,C12 H20 I2 Si2,0.5,2.92,36,P21/c
DUBJES,C29 H24 N2 O3 S1,1.0,4.04,59,P-1
IGABIC,"C12 H12 N1 1+,H1 O4 Se1 1-",1.0,3.74,25,Pbca
CONYIN10,C14 H11 N1 O3,1.0,3.8000000000000003,29,P21/n
FAHKEF,C19 H19 N3 O1,2.0,4.97,42,P-1
LUNYIG,C10 H6 Br2 S2,0.5,2.59,20,Pbca
HIZGOQ,C19 H21 N3 O2,2.0,6.460000000000001,45,P-1
ENISAV,C8 H9 Br1 N2 O3,1.0,4.0200000000000005,23,P21/c
JADSUF,C19 H14 N2 O2 S1,1.0,3.94,38,P-1
GITSAH,C12 H4 Br1 F5,1.0,5.319999999999999,22,P21/c
VISNUG,C15 H25 N1 O5 S2,1.0,4.2,48,P21
LUTWAB,C22 H26 O2 Si1,1.0,4.67,51,P21/c
YILNUE,C11 H10 N6 O2 S1,1.0,3.5000000000000004,30,P21/n
TOTDAK,C11 H16 N2 O6,2.0,3.2,35,P21
YAKREJ,C24 H33 N1 O2 S2,1.0,6.5200000000000005,62,P21/n
VUXGOK01,C10 H9 N1 O2,1.0,3.5300000000000002,22,P21/c
CEPJIU,C10 H18 N6 S2,1.0,3.34,36,P21/n
XICMIJ,C18 H17 Br2 N1 O1 S1,1.0,6.16,40,P21/c
XEDCER,C21 H28 O5,1.0,3.66,54,P21
OSIPEP,"C6 H14 N1 O2 1+,C5 H3 N2 O4 1-",2.0,6.239999999999999,23,P-1
COMCOY,C21 H19 N1 O3,1.0,3.2199999999999998,44,Pca21
VOSKIZ,"C22 H36 N4 4+,2(H2 O1),4(Cl1 1-)",0.5,3.5700000000000003,62,P-1
EBEXUF,C24 H36 O3,1.0,5.4,63,P212121
LEJPUL,C14 H32 N6,1.0,3.6,52,P-1
POPJEL,C8 H7 Br1 O3,1.0,2.64,19,P21/c
WOQLOG,C21 H26 N4 S2,2.0,2.39,53,P21
YOVBIV,C12 H12 N2 O2 S1,1.0,3.8000000000000003,29,P21/c
UGELUR,C20 H14 Br1 N1 O2,2.0,3.8899999999999997,38,P21
BREFEL03,C16 H24 O4,1.0,2.92,44,P212121
RORXOO,"C17 H15 F3 N2 O8 S2,H2 O1",1.0,4.49,47,P-1
WITQEX,C24 H21 N3 O2 S1,1.0,4.4799999999999995,51,P21/c
CAGCOH,C19 H25 N1 O2,1.0,2.39,47,P212121
LAURAC04,C12 H24 O2,1.0,6.71,38,P21/c
HUNNOU,C15 H18 O7,1.0,6.84,40,P21
GAKSOA,C26 H22 O4,1.0,4.5,52,P-1
DAHLIH,C7 H13 N3 O5,1.0,3.6,28,C2
UVEDIM,C17 H14 Br1 N3 O2,1.0,2.65,37,P21/c
ETOZUK02,C21 H15 N3 O1,1.0,2.78,40,P212121
TAGGER,C24 H23 N1 O1,2.0,3.9800000000000004,49,P21
YASHOR,C21 H29 N1 O2,1.0,3.43,53,P21212
MEWMUZ,C10 H12 Cl1 N1 O1 S1,1.0,2.91,26,P21/n
EKOZOV,C17 H13 N1 O2,1.0,4.71,33,Pbca
CDECEA,C13 H20 O4,1.0,6.7,37,Fdd2
PORVEB,C29 H23 B1 F2 N2,1.0,4.17,57,P-1
MXPENO,C13 H12 O4,1.0,5.4,29,Pbca
YAGSUV,C22 H30 N4 O6 S2,0.5,5.09,64,P21/c
ZEBXEL01,"C6 H10 N2 O3,C7 H6 O5",2.0,4.0,21,P21
VUXKEH,C21 H13 B1 F2 N4 S2,1.0,7.000000000000001,43,Cc
SADYEG,"C4 H1 N9 O4 2-,2(H4 N1 1+),0.5(H2 O1)",1.0,4.26,18,C2/c
FUDGIX,C19 H18 N2 O2,1.0,5.08,41,P21/c
LIVFIH,"C19 H24 N2 O3,H2 O1",1.0,5.1499999999999995,48,P21
XABXIM,C20 H17 N3 O3,1.0,3.15,43,Cc
WEGPAD,C14 H16 Cl2 N2 O1 S1,1.0,4.81,36,P21/n
RIMDOI,C16 H10 Cl1 N1 O2,1.0,3.85,30,P21/n
VUWGEB,C23 H20 N2 O2,1.0,3.47,47,Pca21
IKATEU,C26 H28 O5,1.0,4.82,59,P-1
YEZHAP,C19 H23 N1 O5,1.0,3.25,48,C2
WUPYOZ,C25 H17 N1 O1,1.0,2.69,44,P63
SIBQOM01,"C4 N8 O6 2-,2(H4 N1 1+),H2 O1",1.0,3.19,18,Pccn
HANCEH,"C11 H12 N1 O2 1+,Cl1 1-",1.0,4.9,26,P21/a
NARMUO,C11 H8 F4 N2,0.5,4.2,25,P21/m
ROTMEU,"C11 H8 F5 N2 1+,Br1 1-",1.0,2.17,26,P21/n
HOMROS,C16 H15 Br1 O4,1.0,2.01,36,P-1
GIVGAU,C14 H14 N2 O1 S1,1.0,3.48,32,P21/c
XOTFET,C19 H11 B1 Cl2 F2 N2 O1,1.0,5.800000000000001,38,P21/c
PUMGAI,"C9 H8 O4,C6 H7 N3 O1",1.0,5.63,21,P-1
KIYHIJ,"C6 N4 1-,C4 H10 O2,K1 1+",1.0,6.5,16,P21/n
VAYKEN,C17 H19 N3 O2,1.0,5.98,41,P21/n
PUNFAJ,"C27 H16 F3 N2 O4 S1 1-,C2 H8 N1 1+,0.43(H2 O1)",1.0,5.17,53,P-1
DUXQIA,C17 H18 O3 S1,1.0,2.25,39,P21
RASNIM,"C5 H7 N2 1+,0.5(C2 H2 O4),C2 H1 O4 1-,0.5(H2 O1)",1.0,4.77,14,P-1
NANYOS01,C23 H20 O3,1.0,2.8000000000000003,46,P212121
YAVWUO,C18 H20 N4 O2,1.0,4.4,44,P212121
TPDMSI,C6 H18 P4 Si3,0.33,3.5,31,R-3
KABDEZ,C14 H25 N1 O5 S1 Si1,1.0,3.3000000000000003,47,Pca21
ATIDOX02,"2(C6 H14 N1 1+),C8 H4 O4 2-",1.0,3.2800000000000002,21,Cc
HAJBID01,C19 H22 O6,2.0,3.5999999999999996,47,P1
RUMMEV,C30 H25 N1 O2 Si1,1.0,3.6900000000000004,59,P21/n
MEHBOR02,C9 H13 O4 P1,1.0,3.7900000000000005,27,P21/n
PAPDOD,C34 H24 N2 O2,1.0,3.61,62,P21
SIVMOB,C21 H16 N2 O1,1.0,4.8500000000000005,40,P21
CODDIL,C24 H16 B1 N3 O4,1.0,5.29,48,P-1
XUQSOT,C12 H15 Br1 F1 N1 O1,1.0,3.4299999999999997,31,P21
XEKNUA,C30 H9 As1 Cl4 F18 O2,1.0,5.33,64,P21/n
RUHHOR,C12 H8 N2 O6,1.0,2.82,28,C2221
UCIHEV,C12 H11 Br1 N2 O2,1.0,2.27,28,P21/c
SOVVEF,"2(C4 H12 N1 1+),C8 H4 O4 2-",0.5,5.47,17,P21/n
AHEXAQ,C20 H20 O3,2.0,5.2,43,P21/c
CIJXUR,C17 H9 Cl1 F3 N1 O3,1.0,6.76,34,P21/c
VABYEE,C14 H11 N3 O4,1.0,4.47,32,P21/c
LERSEJ01,C17 H14 O2 S1,1.0,4.61,34,P21/c
ZEWCUC,C21 H24 N2 O1 S1,1.0,6.97,49,P212121
BEHMUY,C13 H10 N6,1.0,5.46,29,P21/n
KUVBAF,C28 H23 N3 O4,1.0,4.04,58,P-1
EYOGUX,C22 H15 Br1 N2 O1,1.0,2.83,41,P212121
GIVREJ,"C19 H26 O4,0.6(C1 H4 O1),H2 O1",1.0,4.6000000000000005,49,P212121
HALSOE,C14 H20 N2,1.0,7.36,36,P-1
MESCZB,C2 H6 N2 O1 S1,1.0,5.7,12,P2/c
JUTBOR,C14 H18 N2 O3 S1,1.0,4.42,38,P21
ODADOQ,C21 H33 N1 O3 Si1,1.0,5.45,59,P21/c
RORTOL,"C26 H17 N5 O1,C4 H8 O2",1.0,6.22,49,P-1
GUBBIQ,C23 H30 O7,2.0,5.28,60,P-1
XEVTEX,C18 H16 Cl2 N2 O5,1.0,4.1,43,P31
AZECOA,C11 H17 N1 O3,2.0,2.4899999999999998,32,P21
ATAHUZ,"C24 H21 Br1 N2 O3,C1 H2 Cl2",1.0,4.98,51,P212121
KUQGOW,C13 H8 N6,1.0,7.48,27,P21
CUYLAJ,C10 H6 N2 O4 Se2,0.5,2.6,24,P21/n
YEQFOP,C14 H13 N1 O2,1.0,4.8,30,Pbca
ZUDDOT01,C20 H12 F12 O2 Si1,1.0,4.859999999999999,47,P21/n
JASTAY01,C16 H10 Cl8,1.0,4.5,34,C2/c
XIFSOY,"C15 H12 O6,C1 H2 Cl2",1.0,4.73,33,P21/c
VUWDEY,C20 H27 Br1 N2 O2,1.0,2.4,52,P21/c
SAWHIJ,C27 H30 N2 O2,2.0,3.95,61,P212121
ACETUY,C15 H14 O3,1.0,3.87,32,P21/n
HXQUIN13,C9 H7 N1 O1,1.0,2.5500000000000003,18,Fdd2
RIWQET,C13 H12 N4 O4,1.0,4.49,33,P21
QUWKUR,C23 H15 N3,1.0,5.0,41,P21/c
LAVWEL01,C19 H19 N3 O3,1.0,6.3,44,C2/c
POVLOB,"C1 H6 N3 S1 1+,H2 O4 P1 1-",1.0,3.9,11,C2/c
AGAMEA01,C18 H20 O4,1.0,4.26,42,P21/c
WERVEU06,C6 H6 N4 O4,1.0,3.02,20,P21
ULISUD01,C12 H12 O2 S2,0.5,4.55,28,Pbca
HAHZOF,C16 H19 N1 O5,1.0,6.1000000000000005,41,P21
SAJNEB,C28 H20 O4,1.0,5.75,52,P21/n
LOKCIA,C28 H25 N1 O3,1.0,3.63,57,C2
ISATAA,C16 H21 N1 O5,1.0,3.01,43,Pna21
IPAROJ,"2(C16 H11 Cl1 N2 O2),C4 H8 O2",1.0,6.68,32,P-1
BONTAC,C20 H25 N1 O5,1.0,2.65,51,P212121
TUBVUJ,C21 H16 Cl2 N2 O1,1.0,5.36,42,P-1
DEQFEN,C21 H20 N2 O1,1.0,5.5,44,P-1
AGASUY,C13 H15 N1 O2,1.0,4.3999999999999995,31,P21
KODRIF,C9 H14 As2 I2,1.0,2.86,27,P21/c
POBYUE,C16 H15 N3 O1,1.0,4.05,35,P21/n
UTITAT,C16 H12 N2,2.0,5.78,30,Cc
NASKUN01,C12 H8 B2 O5,0.5,6.710000000000001,27,I2/a
KEHYIG,C20 H22 N2 O1,1.0,3.59,45,P212121
BUNYEQ,C15 H22 N2 O2,1.0,2.6100000000000003,41,P21
ORAVOW,C30 H20 O2,1.0,4.2700000000000005,52,P21/n
RARMAA,C20 H16 N4,1.0,3.81,40,P21/n
EQAXAY,C21 H24 N2 O4 S1,1.0,7.42,52,P21/c
YEDKEA,C14 H11 N3 O6,1.0,4.67,34,C2/c
MORPIT,C20 H26 N4 O6,1.0,7.32,56,P21/c
CIZXUG,"C12 H6 N2 O2,C2 H6 O1",1.0,3.95,22,P-1
IVEROT,C13 H9 N3 O2,1.0,4.8500000000000005,27,P-1
ZUWZUO,C14 H14 O1,2.0,3.16,29,C2
ESOPOT,"C15 H11 B1 F2 N2 O1,H2 O1",1.0,3.9,32,Pbca
DIJNAM,C18 H17 N1 O4,1.0,5.3100000000000005,40,P21/c
LESQUX,C26 H22 N2 O4,1.0,3.77,54,P21/c
VESFUV01,C16 H12 O5 S1,1.0,3.45,34,P21/n
IZAHOJ,"C6 H8 N2 O2,C7 H6 O3",1.0,3.66,18,P-1
UVUGIF,C13 H12 Cl1 N3 O4 S1,1.0,3.39,34,P21/c
BIFVAP01,"C20 H17 O8 1-,C15 H22 Cl2 N1 O1 1+,C2 H6 O1 S1",1.0,5.0,45,P21
VAYBUW,C18 H21 F4 N3,1.0,3.7800000000000002,46,P21/n
JUPXAT,C22 H22 O2 S3,1.0,3.8000000000000003,49,P-1
ECEROT,C23 H23 N1 O2,1.0,6.2,49,Cc
KOQSES,C10 H11 N1 O3,1.0,3.74,25,P21/c
XEQXAV,C24 H27 N1 O5 S1,1.0,4.859999999999999,58,P-1
CIRBUA,C3 H11 N1 O6 P2,1.0,2.95,23,P21/c
GIKREA01,"C12 H8 N2,C6 F4 I2",0.25,1.66,22,Pnnm
JADPEM,C13 H10 Br1 N1 O1 S2,1.0,3.8699999999999997,28,P-1
GOVMIN,C19 H15 N1 O4,1.0,4.1,39,P-1
GACPOS,"C20 H22 N2 O3,C1 H4 O1",1.0,3.61,47,P212121
TAZMEP,"C6 H4 B1 F3 O2,C8 H6 N2",1.0,5.01,16,P21/c
GISLUR,C20 H20 N2 O2,0.5,4.77,44,P21/m
TUFXUP,C21 H25 N3,2.0,4.52,49,P-1
ELOPAY,C15 H12 Br1 N1 O2,1.0,1.78,31,C2/c
UHEDEU,"C8 H12 N2,C10 H8 N2,C10 H8 N2,2(C6 H5 Cl1 O2)",0.5,3.73,22,P-1
KIRMAD,C10 H6 N6 O1 S1,1.0,3.1199999999999997,24,P212121
AKOZOQ,C17 H18 O3,1.0,3.58,38,P21/c
UYEZEE,C15 H13 Cl1 I2 Te1,1.0,4.0600000000000005,32,P-1
RIDZUD,C15 H12 N4 O2 S1,1.0,4.55,34,P21/c
IVUQIZ02,"C13 H12 F2 N6 O1,H2 O1",1.0,3.2,34,P-1
LIPDOH,C15 H18 O5,1.0,2.36,38,P212121
PELWEJ,"C8 H18 O14 Sr1,2(H2 O1)",1.0,2.12,41,P212121
THIOUR30,C1 H4 N2 S1,1.5,5.2,8,Pnma
JAMBEH,C18 H14 O4,1.0,5.0200000000000005,36,P212121
HEVWOU,C10 H11 Br1 O4 S1,1.0,4.01,27,P21/c
CERLAM,C16 H21 N1 O4,1.0,6.93,42,C2/c
WUNKEZ,C20 H26 N4 O7,1.0,2.4899999999999998,57,P1
YOVKIG,C12 H9 Cl1 N2 O1,1.0,3.11,25,C2/c
GAFBOI,"C19 H21 N2 1+,F6 P1 1-",2.0,6.43,42,P21/n
JUPMIS,C17 H13 N1 O2 S1,2.0,2.85,34,P21
KIFLEQ01,"C1 H7 N4 1+,N3 O4 1-",1.0,3.48,12,Pc
COXZAS07,C12 H12 N2 O2,1.0,3.51,28,P21/a
USIZAY01,C16 H14 O5,1.0,3.56,35,P-1
SAQLEF,C15 H10 O5,1.0,4.07,30,P212121
ZUQREK,C6 H8 O3,1.0,2.5,17,P212121
BOJNOE,"C4 H12 N1 1+,C8 F20 N1 O2 P2 1-",2.0,5.3,33,P21/n
MAVBER,C30 H26 O1,1.0,6.3100000000000005,57,P21/c
QAWXOC,C12 H17 N3 O1 S2,1.0,4.03,35,P-1
RONTAT,"C19 H22 N2 O1 P1 1+,2(H2 O1),Cl1 1-",1.0,5.63,45,P212121
SAHXUZ,C19 H18 F3 N1 O3,1.0,2.46,44,P21
BENLUE,C22 H32 F2 N4 O4,1.0,4.8,64,P-1
UKUCEM,C12 H13 N3 O3 S1,2.0,4.02,32,P21/c
EQANAN,"C12 H10 N4,C3 H7 N1 O1",1.0,3.5999999999999996,26,P-1
ITELIG,C19 H25 N1 O4,1.0,3.06,49,P212121
AFADUK,C23 H20 Br1 F2 N1 O3,1.0,3.46,50,P21/c
WAMGEW,C27 H19 Br1 O3,1.0,6.1000000000000005,50,P-1
HEPSOO,C16 H18 F1 N1 O2,1.0,3.2399999999999998,38,P31
ADUHIQ,C17 H23 N1 O5,1.0,4.09,46,P212121
HOWYID,C11 H11 N1 O2,1.0,5.29,25,Pna21
IMAZOL26,C3 H4 N2,1.0,5.92,9,Aba2
ZITVUW,"C11 H18 F3 N1 O4,H2 O1",1.0,4.72,37,P21
TISNAN,C13 H19 N1 O1,1.0,4.0,34,P21/n
QEWPEQ01,C15 H15 N1 O1,1.0,4.0,32,C2
UKONIR,C27 H33 B1 N1 P1,1.0,3.35,63,P212121
JUKDIC,C12 H17 N1 O4,1.0,3.48,34,C2/c
WOHNIS,C21 H37 N1 O1 S1,1.0,5.41,61,P-1
AVUCUR,C16 H21 N1 O4,1.0,6.8500000000000005,42,P-1
CAZQAX,C7 H12 N2 O2,1.0,3.5300000000000002,23,P-1
GOLCOC,C14 H14 N2 O2 S1,1.0,3.1399999999999997,33,P21/n
