refcode,formula,z_prime,r_factor,n_atoms,spacegroup
QIRXIA,"C7 H14 N3 O1 1+,0.5(H2 O1),Cl1 1-",1.0,4.8,25,P2/n
TODHUT,C3 H2 F6 O3 S1,1.0,4.4799999999999995,15,P21/n
RATFIC,C28 H29 N1 O5,1.0,3.14,63,P21
MEDFUY,"C8 H12 N1 O1 1+,C3 H3 O4 1-",1.0,3.13,22,P21/c
FUJRUX,C20 H26 N2 O2,1.0,4.0,50,P21/n
UJUZUU,C21 H22 O8,1.0,5.17,51,P21
HIRDOF,C16 H13 N1 O1,2.0,4.73,31,P21/c
UNUFOB,C13 H14 Br1 N1 O3,2.0,2.45,32,P21
OGOCUK,C30 H26 N2 O6,1.0,6.4799999999999995,64,C2/c
PHTRPL03,C18 H30,1.0,3.7,48,P21/n
ESICUI,"C24 H20 Cl2 N2 2+,2(C2 F6 N1 O4 S2 1-)",0.5,4.34,48,C2/c
PIXCIK,C22 H26 O4,0.5,4.3,52,P-1
MABZIA,C11 H11 N1 S2,1.0,3.13,25,P21/a
PORCUX,C16 H20 O3,1.0,3.37,39,P21/c
IHAWOE,C24 H22 N4 O1 Si2,1.0,4.0,53,P-1
MEKCUC,C4 H12 Br4 Se2 Te1,0.5,1.98,23,P21/n
SEZJEN,C5 H7 N1 O3,1.0,3.47,16,P21/c
FEZNOR,C17 H24 O3,1.0,7.2700000000000005,44,P21/c
PIGTIL,C13 H14 Cl1 N1,1.0,3.74,29,P21/c
OTIKUA,C18 H15 Br1 N2 O3,1.0,5.76,39,P21212
VOJKEL,C17 H17 Cl1 N2 O4,1.0,4.61,41,P-1
GODZEE,C14 H16 N2 O1 S1,1.0,3.47,34,P212121
VUXBAT,C8 H14 O4,1.0,3.46,26,Pbca
FAKZIB,C15 H19 N1 O1,1.0,4.44,36,P21/n
WAFLUK,C22 H24 O2 Si1,1.0,5.43,49,P21/n
RABZAW,C19 H26 O3,1.0,4.1,48,C2/c
WOGZEY,"C13 H10 N4 O6,0.5(C7 H8)",2.0,6.73,33,C2
ILACAA,C24 H26 O2,1.0,4.16,52,P21/c
JODGUG,C5 H8 Cl1 N3 O4,2.0,3.0300000000000002,21,P-1
CUDCIQ,"2(C21 H22 O5),C2 H5 N1 O1",1.0,4.97,48,P-1
FEFPOW,C24 H18,0.5,4.49,42,P21/c
HODLIW,"C10 H16 N4 2+,2(I3 1-)",1.0,3.48,30,P-1
VESSOD,C4 H12 B2 I2 N2,0.5,2.32,22,C2/c
WAMROV,C16 H16 O3,1.0,2.29,35,P212121
WIZXEJ,C10 H13 N1 O3 S1,1.0,3.83,28,P21/n
NABTAP,C21 H13 N1 S1,2.0,6.81,36,P-1
QELXIO,C17 H13 N1 O3,1.0,4.9,34,P21/n
OXALDH92,"C2 H2 O4,2(H2 O1)",0.5,1.78,8,P21/c
SEGZIP,C14 H12 N2 O3,1.0,5.54,31,P-1
WINJUB,C19 H17 N1 O1 S1,1.0,3.7699999999999996,39,P21/c
DMBZAC01,C9 H10 O2,1.0,4.42,21,P-1
KEGJIR,"C20 H18 O4,H2 O1",1.0,4.3,42,P-1
ALALNO,"C12 H17 N4 O4 1+,Cl1 1-",1.0,5.7,37,P21
ALEJIL,C15 H21 Br1 O3,1.0,2.59,40,Pca21
WAWXUP,C15 H14 F1 N1 O1 S1,1.0,4.8100000000000005,33,P21/c
TUMSEA,C25 H17 Br1 N4,2.0,5.75,47,P-1
COQMOO,C28 H23 N1 O2,1.0,4.66,54,P21/c
LEPFIW,C15 H21 N3 O1 S1,2.0,5.28,41,P-1
QUZRAF01,C20 H21 N3 O3,1.0,3.68,47,P21/c
YOJDIM,C11 H20 N4 O2,0.5,4.8,37,P3221
NAHTEY,"C6 I3 N3 O6,2(C1 H4 N2 S1)",0.5,4.55,18,P21/m
VIRYOM,"C19 H23 N1 O1,C6 H1 F4 I1",1.0,2.11,44,P21/c
AJUVEI,C11 H11 N1 S2,2.0,6.34,25,P21/c
TERDUQ,C24 H26 O6,1.0,4.21,56,P-1
JODQID,C21 H18 O6,1.0,5.08,45,C2/c
LUKKIO,C14 H12 N2,2.0,3.3099999999999996,28,Pna21
CASBII,C16 H23 Br1 O10,1.0,4.65,50,P21
CTMTNA06,C3 H6 N6 O6,1.0,5.73,21,Pca21
GOKHEX,C19 H26 Br1 N1,1.0,2.73,47,P21/c
IDEKEJ,C27 H25 Br1 Cl1 N3 O1,1.0,4.24,58,P21/c
COHWIF01,"C6 H12 N2,C6 H6 O2",1.0,3.81,20,P21/n
TOKCII,C11 H12 Cl1 N1 O1,1.0,6.63,26,Pbca
KUNWEY,C17 H14 N4 O2 S1,1.0,4.2,38,Pca21
EDOPOG,C19 H19 N1,1.0,4.61,39,P21/c
YUSLOR,C32 H23 B1 Cl1 P1,2.0,5.28,58,P-1
FASZIJ,C9 H9 N1 O2,1.0,4.19,21,Pna21
UWIHAN,C27 H18 N4 O1,2.0,4.33,50,P-1
GEYMUV,C17 H17 N1 O5 S2,1.0,2.26,42,P212121
HALSUK,C19 H24 Br1 N1 O5,1.0,3.35,50,P212121
FOTMAF,C18 H36 B1 N2 O4 P1,1.0,4.93,62,Pbca
CUYPIY,C19 H20 Br1 N1 O1,1.0,4.33,42,P21/c
FEVLEA,"2(C12 H14 Cl1 N4 1+),C10 H6 O6 S2 2-",1.5,4.6899999999999995,31,P-1
XUXVUJ,C25 H21 Br1 O4,1.0,6.68,51,P212121
QIFGIX,C16 H7 F9 N2,1.0,4.569999999999999,34,C2/c
QECFUD,"C32 H20 N4 O2 Te1,C1 H2 Cl2,H2 O1",1.0,2.83,59,P-1
AYUHOR,C6 H4 B2 Br4,1.0,2.61,16,Pna21
LEVDEY,C12 H14 Cl3 I2 N1 O1,1.0,3.63,33,P21/c
EKIWOK,C13 H13 N1 O4 S1,1.0,5.94,32,P-1
KUBRAA01,C20 H32 N2 O4,0.5,7.13,58,C2/c
LABBAW,C30 H26 N4 O4,1.0,3.7900000000000005,64,P-1
FOCSUP,C31 H23 F2 N1 O1,1.0,3.46,58,P43212
DOXJEI,C14 H14 Br1 N1 O2,1.0,3.4799999999999995,32,P21
ROTXOP,C8 H10 Br1 N3 O1,1.0,3.2199999999999998,23,P21/n
ESAPEV,"C17 H16 N3 O1 1+,Br1 1-,C2 H3 N1",1.0,3.82,37,Cc
XUBVAS,"C18 H14 N4 O4,C1 H4 O1",1.0,5.61,40,P21/c
TUFWEA,C22 H18 N2 O3,1.0,4.37,45,P-1
ROVZAF,C21 H19 N3 O3 Se1,1.0,3.4000000000000004,47,P21/c
APIKAO,C12 H12 I1 N1 O4 S1,1.0,4.64,31,P21/n
NITRAN05,"C6 N2 O8 2-,2(H5 O2 1+),2(H2 O1)",0.5,4.04,16,P21/c
PEZDEE,C20 H13 F3 N4 O1,1.0,6.48,41,P21/c
VITLIU,"C12 H12 Cl1 N3,0.5(H2 O1)",2.0,3.3000000000000003,28,P-1
MESEFV14,"C10 H12 Se4 1+,C10 H12 Se4,F6 P1 1-",0.5,3.87,26,P-1
GUWNUL,C15 H21 F3 N2 O2,1.0,4.41,43,P21/n
LUMKUA,C23 H22 S2,2.0,3.96,47,P-1
EBACAQ,C19 H21 N1 O2,1.0,4.72,43,P21/n
GARLOE,C14 H16 O7,1.0,5.48,37,P212121
GARHOA,C2 H7 B1 N4 O2 S1,1.0,2.44,17,P21/n
QIPHII,C9 H13 N3 O5,1.0,3.75,30,P212121
RIGBUE,C8 H18 As2 I2,0.5,4.2,30,P-1
EJIWEC,C12 H13 Cl1 N2 O2,2.0,6.239999999999999,30,P21/n
VIFLEE,"3(C7 H10 N2),O3 Xe1,H2 O1",1.0,2.0,19,P21/n
VAYXUP,C14 H12 O4,1.0,5.91,30,P-1
JOKNUS,C16 H26 O3,1.0,3.5,45,P212121
BOGQOG,C14 H15 N1 O2 S1,1.0,5.41,33,C2/c
PESNAF01,C13 H9 N3 O2,1.0,3.6999999999999997,27,P21/c
ZAJKUT,C30 H25 N1 O2,1.0,5.48,58,P-1
HOMROQ,C15 H13 N1 O2,1.0,3.79,31,P21
TESCEB,C14 H14,1.0,5.36,28,P-1
LABSEM53,"C2 H6 N1 O2 1+,H2 O3 P1 1-",2.0,3.6799999999999997,11,P21
UTUZUF,C17 H17 Cl1 N2 O1,1.0,6.2,38,P-1
WEZNEX,"C21 H22 N2 O7,H2 O1",1.0,3.42,52,Pc
KOKRUB,C29 H24 N4 O2 S1,1.0,4.2299999999999995,60,P-1
RARQAG,C26 H29 N1 O3,1.0,5.55,59,P21
HUVVED,C17 H13 N1 S1,1.0,2.54,32,P212121
JUBQIJ,C2 H8 N2 O4 S2,0.5,4.06,18,Pbca
BNPERY03,C22 H12,1.0,4.01,34,P21/c
LABVEP,C9 H7 N1 O4,1.0,4.5,21,P21/a
MEPYAI,"C18 H19 N2 1+,I1 1-",1.0,4.4,39,P21/n
EJACEZ,C29 H25 Br1 O4,2.0,3.92,59,P1
GOQBIX,C18 H8 Br2 Cl6 S2,0.5,6.96,36,Pccn
POWJEU,C14 H11 Cl3 N1 O2 P1,1.0,3.11,32,P-1
SOMNIT,C15 H14 N4 O1,2.0,4.2299999999999995,34,P-1
EQANIU,C17 H21 N1 O3,1.0,3.21,42,P212121
TAHXEI,C19 H22 N4 O5,1.0,2.8000000000000003,50,P212121
TEFJOF,C25 H25 N1,1.0,3.36,51,P-1
WUDSEW,C19 H19 F1 O4 S1,1.0,6.04,44,P212121
PESBAT39,"C7 H7 N2 1+,C8 Cl2 N2 O2 1-",1.0,6.11,16,P21/n
TABTIC01,C17 H19 N3 O3,1.0,3.6999999999999997,42,C2/c
WUFFUA,C20 H15 N3 O3 S2,1.0,4.859999999999999,43,P-1
YIQYIH,C7 H6 O3,1.0,3.15,16,P212121
PAVPOV01,"C18 H14 Cl4 N2 O1,C2 H6 O1",1.0,3.62,39,P-1
ZZZRTI03,C8 H10,1.0,3.61,18,P21/c
CAZKIY,"C18 H14 N2 2+,2(Cl1 1-),2(H2 O1)",0.5,6.86,34,P-1
MOXCAG,C10 H14 N2 O4,1.0,5.35,30,P21/c
GADPUX,"C8 H12 N1 1+,C4 H3 N4 O4 1-,0.5(C8 H11 N1)",2.0,4.44,21,P1
BOSTEL,C14 H30 B1 O2 P1,2.0,5.43,48,Pc
NESJUS,"C8 H6 N4 O5,C6 H7 N1",1.0,6.07,23,P-1
HEVRUV,C1 H1 N3 O6,0.33,3.17,11,Pa3
LUPREW,C16 H17 N1 O4,1.0,3.93,38,P-1
ULORUM,C21 H15 N1,1.0,3.17,37,Pna21
PIKDAS,C11 H17 N1 O1,1.0,3.64,30,P-1
TITTOG,C12 H8 F3 N3 O1,1.0,4.7,27,P-1
SAVMUZ,C18 H18 O2 S1,1.0,3.83,39,P21/n
VEHVEN,C20 H20 O4,1.0,2.9499999999999997,44,P212121
NAMQAW,C16 H12 N2 O2,1.0,5.3100000000000005,32,P21/n
UPUNAX,C21 H21 F1 N2 O1,2.0,5.96,46,P-1
UNAPAD,C25 H28 N2 O7,1.0,3.35,62,P21
SOQGAI,C11 H12 N4 O4,0.5,4.44,31,P2/c
MIFQUN10,"2(C3 H8 N1 O3 1+),C2 O4 2-,2(H2 O1)",1.0,3.6700000000000004,15,P21/c
YOZBAT,"C7 H6 O5,C1 H4 N2 O1",1.0,5.680000000000001,18,P21/c
VEMHEC,C23 H26 N2 O2 S1,1.0,6.57,54,P212121
ENIPID,C13 H15 N1 O3,2.0,3.0300000000000002,32,P21
IWOYID,C21 H21 N3,1.0,6.78,45,R3
YIMZAY,"2(C23 H16 O1),C10 H2 N4",0.5,5.01,40,P-1
FACBUJ,C21 H26 N2 O4,1.0,4.97,53,Pca21
NIPRAH,C24 H18 N2 O5 S1,1.0,4.1000000000000005,50,P21/n
BIWLOM,C11 H14 O3,1.0,3.7199999999999998,28,P212121
ITONOV,C22 H10 B1 F15 O1,1.0,3.8200000000000003,49,P-1
XARROZ,C20 H18 N2 O1,1.0,3.98,41,P21/c
BANJUV,C14 H13 N1 O1 S1,1.0,2.54,30,P21
APUVUF,"C10 H11 N5 O1,C7 H6 O4",1.0,6.0,27,P21/c
TASLOR,C12 H15 I1 O3 S1,2.0,1.79,32,P-1
FUDVIN,C14 H20 Cl4 O2 Si2,1.0,5.48,42,P21/n
FIWGOJ,C28 H26 N2 O1,1.0,6.69,57,P212121
LOPROB,C12 H15 N1 O2,1.0,4.58,30,P21/c
EXITIP,C10 H16 O5,1.0,3.8000000000000003,31,P212121
TIMPUE,C21 H15 B1 F2 N2 O3,1.0,3.8899999999999997,44,P-1
XACLUM,C27 H21 P1 S1,2.0,3.08,50,P21/n
HENDAJ01,"C14 H12 N2 O4,2(H2 O1)",1.0,4.1000000000000005,32,C2/c
VUGYOO,C15 H19 N1 O4,1.0,2.59,39,P212121
NEDQAQ,C14 H12 O3 S1,2.0,3.5300000000000002,30,P212121
UROKIZ,C19 H24 B1 N1 O4,1.0,2.45,49,P212121
YIVVEI,C10 H10 N2 O2,1.0,3.74,24,P212121
KARTUU,C22 H21 N1 O2,1.0,4.97,46,Pcab
NIGMUO,"C23 H17 N1 O3 S1,C1 H1 Cl3",1.0,5.74,45,P21/c
ROMDOO,C21 H23 N1 O7,1.0,5.84,52,P-1
DORVUE,C16 H14 Br1 N3 Se1,2.0,4.03,35,P21/c
GAQMUI,C8 H5 N1 O1 S2,1.0,3.15,17,Pna21
GOPMEG,C37 H24,1.0,4.590000000000001,61,P21/c
ODUFIC,C13 H14 O3,1.0,5.29,30,C2/c
ZIHZEY,"C28 H20 S12 1+,I3 1-",2.0,6.41,60,P21/n
ICEVOB,C25 H14 Cl8 N1,1.0,3.84,48,P21/n
MOGROP,C14 H6 Cl4 O3,1.0,6.67,27,P-1
LEKVAC,C22 H24 N4 O2,1.0,3.5700000000000003,52,P-1
ADEZUG,C19 H25 N1 O7,1.0,4.45,52,P21/n
AMPICR02,"C6 H2 N3 O7 1-,H4 N1 1+",0.5,3.75,18,Ibca
VAVNIT,C21 H24 Cl1 F1 N2 O4,1.0,3.61,53,P21
TAGHIV,C18 H18 Cl1 N1 O1 S1,1.0,4.7,40,P-1
JOLDIZ,C16 H15 N3 O2,1.0,3.8600000000000003,36,P21/n
YOTRUV,"2(C9 H7 N2 O4 1+),O4 S1 2-,H2 O1",0.5,4.83,22,Pbcn
OYANAF,C15 H16 F3 N1,1.0,3.15,35,P212121
TUXZAN,"Cl1 O4 1-,C10 H14 N1 O2 1+",1.0,4.84,27,P-1
ROMCUS,C20 H20 N2 S2,0.5,6.2,44,P21/n
AXUBUR03,C8 H5 F1,1.0,4.45,14,P21
ANAQIT,"C12 H22 N1 1+,H2 O4 P1 1-,H2 O1",1.0,4.5,35,P-1
YIVHUJ,C23 H25 N3 O2,1.0,5.12,53,P21/c
GIMPEX,C13 H13 N1 O1 S2,1.0,5.0,30,P21/c
BOZBAW,"C28 H20 O4 S4,C1 H2 Cl2",1.0,7.42,56,P21/c
LAHPIW,C26 H21 Cl2 N3 O2,1.0,3.66,54,P21/n
PMTHTZ,C17 H13 N3 S1,1.0,4.0,34,P21/c
YESRAQ,C9 H10 F3 N1 O1,1.0,4.16,24,P212121
WUVWOZ,"C24 H32 O8,C1 H1 Cl3",1.0,6.3,64,P212121
YOQGIX,C10 H9 N3 O1,1.0,4.52,23,Pbca
CILJAI,C24 H21 N1 O6 P2,1.0,5.1000000000000005,54,P21/c
JUZDEN,C8 H8 Cl2,0.5,2.21,18,P21/c
UHUHAI,C18 H13 F2 N1 O2,1.0,4.41,36,P-1
TEWJEK,"C11 H16 N6 O6,C1 H1 Cl3",1.0,5.9,39,P21/c
KETJUP01,"C8 H20 N1 1+,C7 H16 B11 1-",1.0,6.15,34,Pbca
GARCAH03,C4 N8 O12,1.0,4.73,24,Iba2
DUDPUN,"C12 H30 N4 O6 P2,4(H2 O1)",0.5,3.2600000000000002,54,Pbca
HIJVIJ,C22 H14 N2 O3,1.0,3.94,41,Cc
AQEBED,C21 H26 N2 O3,1.0,4.6000000000000005,52,P21
JIVMAD,"C19 H18 N2 O1,0.5(H2 O1)",2.0,4.61,40,P21/n
TIJKIG,"C6 H6 O6,2(C10 H8 N2)",0.5,4.0,20,P-1
DEBBER,C24 H19 N5,1.0,4.6000000000000005,48,P21/n
IQATEB,C22 H14 F3 N1 O3,1.0,3.37,43,P21
PUVJOJ,C11 H17 N1 O3,1.0,5.38,32,P21/n
CBTHZA10,C12 H10 N2 O2 S2,1.0,6.7,28,P21/c
QITGUW,C27 H18 Cl1 N1,1.0,5.03,47,P212121
NANMOH,C15 H18 N2 O3 S1,1.0,3.15,39,P21/c
KAMNER,C20 H22 O7,1.0,3.0,49,P21
HEMHAM,"C13 H12 N1 O1 1+,C1 F3 O3 S1 1-",1.0,4.35,27,P21/c
GUFREH,C16 H12 N2 O4 S1,1.0,5.5,35,P21/c
XIBGOG,C22 H14 N2 O1,1.0,4.91,39,C2/c
QUJSET,C14 H38 I4 Si6,1.0,3.42,62,P21/c
XIVWUV,C5 H8 O3 Se1,2.0,2.81,17,P-1
DIBTIT,C32 H22 N2 O1 S4,1.0,6.72,61,P21/c
SAZSAN,C30 H28 P4,0.5,7.1000000000000005,62,C2/c
BIJWOH,C24 H26 N2 O3,2.0,3.5500000000000003,55,P212121
HADHID,C12 F27 O1 P1,1.0,3.31,41,P21/n
QUMRUP,C24 H14 S2,1.0,4.75,40,P-1
CIJRAP,C25 H30 Br2 O4,1.0,4.2,61,P212121
SEKCIY,C23 H16 Cl2 F1 N1 O4 S1,1.0,2.02,48,P212121
YESDUZ,C22 H26 N2 O5,1.0,5.609999999999999,55,P21/n
QEMZIS,"C8 H18 N1 1+,C8 H7 O3 1-",1.0,5.2,27,P212121
LANJUG,"3(K1 1+),C2 H1 N4 O6 3-,2.5(H2 O1)",1.0,3.71,13,C2/c
SIQVOF,"C14 H32 N2 P1 1+,I1 1-",1.0,4.73,49,Pbca
HIDMIU01,C22 H17 Cl2 N1 O2,1.0,4.99,44,P-1
LITDOI,"C16 H32 O8 Rb1 1+,C13 H11 1-",1.0,5.23,57,P-1
OWEHUW,C16 H10 O4,1.0,3.55,30,P21/c
BEXKEW,C15 H20 N2,1.0,3.46,37,P21/c
BIPGUG,C21 H18 O4 S1,1.0,3.2800000000000002,44,P21/n
IFUPOS,C17 H19 N1 O2,1.0,3.7600000000000002,39,C2
XUZZOK,C11 H7 F4 N3 O1 S1,1.0,3.4299999999999997,27,P21/n
ZZZTXI16,C13 H8 O2,1.0,5.65,23,P212121
BOGHOX,C14 H15 N1 O3 S1,1.0,2.77,34,P21/n
AMUWAJ,C28 H20 N2 O2 S1,1.0,5.17,53,P21/c
AFOJUC,C16 H11 Cl1 N2 O1,1.0,5.88,31,P21/c
MIMJEZ,"C24 H29 F1 N4 O2,C1 H4 O1",1.0,6.04,60,P21/c
JURWIF,C25 H18 F1 N1 O1,1.0,4.130000000000001,46,Pna21
KOWXIG,"C24 H29 Cl2 N1 O3,C7 H6 O3",1.0,5.26,59,P1
RAWLOS,C19 H16 O2,1.0,4.93,37,P21/c
YIYQEF,C26 H18 O4,0.5,4.0,48,P21/c
MAGXUO,C16 H18 N4 O4,1.0,7.11,42,P21/n
RIMWAO,"C15 H14 N4 O1,C6 H4 I2",1.0,3.32,34,P-1
XAZDEJ01,C15 H11 N1 O1,1.0,5.21,28,P21/n
PASXIR,C11 H16 O5,1.0,5.96,32,P212121
OROTEX,C7 H4 Br1 Cl1 O2,2.0,3.3000000000000003,15,P21/n
URIWEZ,C23 H22 N2 O4 S1,1.0,3.9600000000000004,52,P212121
PUZCOF,C23 H15 Cl2 N1 O2,1.0,3.2099999999999995,43,P-1
IVASON01,"C8 H12 N3 1+,Cl1 1-",1.0,3.4,23,P21/c
LAWPII,C19 H32 F1 N1 Si2,1.0,7.4,55,P21/n
XABWEH,C26 H22 N2 O2,0.5,5.970000000000001,52,P-1
PEQDEX,C13 H15 N1 O2,1.0,4.42,31,P-1
EHUGOE,"C10 H10 N2 2+,2(C7 H5 O5 1-),2(H2 O1)",0.5,4.17,22,P-1
RUVPOP,C18 H19 N1 O3,1.0,4.03,41,P212121
AVIZUD,C16 H9 Cl1 F2 O3 S1,1.0,5.47,32,P21/c
JEBYOE,"C30 H27 N1 O4 S2,2(C1 H2 Cl2)",1.0,4.6000000000000005,64,P-1
DOJKOG,C13 H12 N2 O2,2.0,3.2300000000000004,29,P-1
VIVRIF,C15 H15 N3 O4,1.0,4.53,37,P-1
VIMKAF,C15 H11 Cl1 N4,1.0,6.569999999999999,31,C2/c
FUQWUM,C15 H13 N3 O1,1.0,6.8,32,P21/n
FOGCEM,C16 H15 Br1 O2,1.0,7.03,34,P21/c
GUGVUA,C19 H19 Cl1 O2,1.0,5.23,41,Fdd2
JIMLIB,C7 H12 O2,0.5,4.28,21,I41/acd
UJAJIY,C19 H21 N5,1.0,4.98,45,P21/c
QUGYOI,"C7 H13 N2 O2 1+,Cl1 1-,H2 O1",1.0,4.2700000000000005,24,P21
VAHFOC,C23 H24 Br1 N1 O4,1.0,3.0700000000000003,53,P-1
HEQMUM,C24 H31 F1 O6,1.0,3.52,62,P41212
TIDTUZ,C13 H4 F7 N1,1.0,3.37,25,P21/c
TIBWUZ,C15 H12 Br1 N1 O2,1.0,3.39,31,P21/n
BEHZOD,C14 H14 O4,1.0,4.3,32,P21/n
SIKGOI,C20 H22 N2 O4,1.0,5.1000000000000005,48,P21/c
QEDWOO,C15 H11 N3 O2,1.0,3.58,31,P21/n
ULIFUU,"C23 H14 Br1 O1 1+,B1 F4 1-",1.0,3.0300000000000002,39,P21/c
WARFOM,C15 H32 B1 O1 P1 Si2,1.0,3.2600000000000002,52,Pbca
TUDCON,"C7 H15 I1 N1 O1 1+,Cl1 1-",1.0,2.11,25,P21/n
MUTTOK,C15 H21 N1 O2 S2,1.0,4.65,41,P21/a
TAWBEA,C11 H8 Cl1 I1 N2 O1,1.0,3.0,24,P21/c
VINJOR02,C8 H4 N4 Se4,1.0,2.18,20,P21/n
BUSJOP,C19 H22 N2 O2,1.0,3.8200000000000003,45,P212121
PUWNEC,C13 H10 O2,1.0,2.93,25,P21
HEKVAY,C18 H9 Br1 F3 N1 O2 S1,1.0,6.61,35,R-3
EQOFIC,C5 H6 Cl2 O2,1.0,4.130000000000001,15,P21/n
CUZDAC,"C7 H5 N1 O4,C5 H4 N2 O3",1.0,4.4,17,P21/n
FASGOZ,C22 H17 F4 N1 O2,1.0,3.8699999999999997,46,P21
UVUDIC,C11 H6 Cl2 O2,1.0,4.64,21,P-1
POVGEO,"C17 H14 F3 N3 O2 S1,C12 H10 N2",1.0,6.239999999999999,40,P-1
DAGTUA,C4 H12 N2 O6 S2,1.0,3.2,26,P21/n
KABHON,C9 H10 Br1 N1 S1,0.5,2.65,22,Pnma
CORREK,C19 H22 N2 O2,1.0,5.94,45,Pbcn
MUSPAS,"C7 H5 N1 O2 S1,C7 H5 N1 O1 S1",1.0,3.5700000000000003,16,P21/n
PEQFID,C13 H12 F3 N1 O4,1.0,5.16,33,P21/n
BOVPAH,C25 H23 N1,1.0,3.9600000000000004,49,P212121
TOYVEI,"C12 H28 N1 1+,3(C1 H4 N2 Se1),Br1 1-",1.0,4.8,41,Cc
OVUWOT,C15 H23 N1 O3,1.0,5.319999999999999,42,P212121
COXGOO,C26 H22 O6 S1,1.0,3.7900000000000005,55,P-1
TAURIN16,C2 H7 N1 O3 S1,1.0,2.96,14,P21/c
REZTOJ,C12 H15 N1 O4,1.0,3.5700000000000003,32,P21
VADTAZ,C17 H26 Cl3 N1 O3 S1,1.0,3.58,51,P212121
IREWAD,C22 H24 N2 O6,1.0,6.8,54,P21/n
MIGQAV,C20 H14 Cl2 N2 O2,1.0,4.8500000000000005,40,P21/c
LAMBAH,C34 H22 N4 O2,0.5,4.78,62,P-1
ITUJAJ,"C23 H17 N3,C6 H5 I1 O2",2.0,5.93,43,P-1
JEPYOT,"C11 H26 N1 1+,C9 H6 Br1 O2 1-",1.0,6.640000000000001,38,Pbca
XEGTOS,C18 H19 N1 O4,1.0,3.9,42,P21/c
LEBBIH,"C12 H12 F4 I1 1+,C1 F3 O3 S1 1-",1.0,6.239999999999999,29,P-1
YOFGOT,C12 H15 F1 O2,1.0,3.08,30,P212121
YIRTIC,C28 H27 N1 O4,1.0,4.4,60,P-1
COSJED,C28 H21 N1 O1,1.0,4.61,51,P21/n
ZAGCEU,C14 H9 N1 O2 Se1,1.0,4.9,27,P21/n
CUPYOD,C3 H6 N6 O2,1.0,2.71,17,Pnn2
ABUPIW,C18 H17 N1 O3,1.0,4.12,39,Pbcn
WUDKEN,C22 H36 O3,1.0,4.12,61,P212121
TEYTAV,"C6 H7 Cl1 N3 O2 1+,C6 H4 N1 O5 S1 1-",1.0,7.199999999999999,19,P-1
FETSOP,C18 H13 Br1 N4 O2 S1,1.0,4.14,39,P21/c
KAKWOM,C17 H18 N2 O4,2.0,3.6900000000000004,41,P212121
CAKSIT,C13 H18 O6,1.0,3.06,37,P212121
CILHEN,C14 H26 N1 O5,1.0,3.15,46,P21/c
MADFUW,C21 H21 N1 O2,1.0,5.36,45,P21/n
QOYKEY,"C8 H16 O4,2(C5 H4 F3 N3)",0.5,3.53,28,P-1
XOSLUQ,C28 H27 N3 O5,1.0,4.14,63,P212121
YEDWEK,C14 H16 N2 O4,1.0,5.42,36,P21/c
ENIKIY,"C12 H10 N2,2(C6 H8 O2)",0.5,5.04,24,P21/c
GAHNUY,"C10 H12 O6 S2 2-,2(K1 1+),2(H2 O1)",0.25,2.8000000000000003,30,C2/m
CEWKAQ,C12 H10 P2 S4,0.5,5.3,28,P21/c
GEDVAN,C9 H14 N2 S1 Se1 Si1,1.0,3.5,28,P21/n
DOLHEV,C11 H11 F2 N1 O6,1.0,3.3300000000000005,31,P-1
YECMIC,"C8 H18 B1 F6 N1 O1 Si1,2(C11 H22 B1 F6 N1 O1 Si1)",1.0,5.4,43,P-1
LIRMEF,C15 H18 Br1 N1 O3,1.0,6.19,38,P21/n
XOLKER,C15 H14 O2 S1,1.0,4.73,32,P21/c
YIWGUK,C30 H23 Cl1 N1 O2 P1,1.0,5.81,58,P-1
EYONIR,C18 H14 F3 N1 O2,2.0,5.71,38,P21/c
MISCUP,C21 H27 N1 O4,1.0,3.27,53,P21
OQIFAX,"2(C8 H7 Cl1 O2),C3 H6 N6",0.5,3.2199999999999998,18,Pbcn
HUVLOC,C15 H18 Br1 N1 O3 S1,1.0,6.329999999999999,39,P212121
VEGLIE,C16 H13 N1 O2,1.0,3.98,32,P21/c
RAHBIP,C11 H13 N1 O1 S1,1.0,4.37,27,P-1
SUYQIM,C19 H22 N2 O3 S1,1.0,5.79,47,P21/c
UNOYII,C13 H11 Br1 N2 O4 S1,1.0,4.91,32,P-1
SIQWIZ,C24 H27 I1 N2,1.0,3.0300000000000002,54,P21/c
PAMFEP,C28 H31 N3 O2,1.0,4.59,64,P212121
BAGREI,C19 H20 N2 O1,2.0,5.8100000000000005,42,Pca21
DEGGEB04,"C10 H8 S8 1+,F6 P1 1-",0.5,3.27,26,P-1
QUJSAR01,"2(C10 H8 S8 1+),C4 B1 N4 2-",0.5,4.04,26,Pnma
SALHOC01,"C15 H23 N2 O1 1+,Cl1 1-",1.0,5.5,41,P-1
PIBGUD,C14 H20 N2 O2,1.0,4.5,38,P2/c
SUTDES,C14 H27 B10 N1 Si1,1.0,4.91,53,P21/c
KIDJUD02,C30 H22,0.5,3.42,52,P21/c
DACCER,C22 H24 N2 O5 S1,1.0,6.05,54,Pcab
VUKVAB,"C5 H9 N7 2+,2(Cl1 O4 1-)",2.0,3.94,21,P21/c
WIKSUH,"C12 H15 F1 N4 S1,H2 O1",1.0,3.2,33,Pnna
